Trip_ID,Driver_ID,Vehicle_ID,Timestamp,Latitude,Longitude,Speed_kmph,Accel_X_g,Accel_Y_g,Accel_Z_g,Gyro_X_dps,Gyro_Y_dps,Gyro_Z_dps,timestamp_gap_s,gps_step_km,speed_delta_kmph,flag_gps_wgs84_invalid,flag_speed_out_of_range,flag_gps_teleport,flag_speed_jump,flag_accel_outlier,flag_gyro_outlier,flag_timestamp_gap_irregular
T00002,D01,V01,2026-08-02 20:47:00,13.014844,77.559756,3.9,0.017,0.023,0.895,-2.96,-4.67,-1.36,60.0,0.031524638696674094,1.4,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:48:00,13.017356,77.558341,40.0,0.064,0.071,0.954,-2.96,-1.78,-0.72,60.0,0.31862350202588063,36.1,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:49:00,13.019545,77.55803,34.7,-0.035,-0.071,1.007,-1.07,-2.14,-1.31,60.0,0.24572654764879884,5.299999999999997,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:50:00,13.0217,77.558811,31.9,0.054,-0.036,1.029,0.77,-0.26,0.7,60.0,0.25412417219881306,2.8000000000000043,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:51:00,13.024021,77.559666,34.4,0.024,0.016,0.98,-3.18,-4.15,-2.23,60.0,0.2742019543385587,2.5,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:52:00,13.026569,77.561812,54.4,-0.036,-0.03,1.027,-0.68,2.13,-2.28,60.0,0.3664996457486469,20.0,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:53:00,13.029574,77.562523,44.5,0.025,-0.009,0.992,-1.7,1.33,2.17,60.0,0.34290352794420836,9.899999999999999,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:54:00,13.030436,77.563652,25.8,-0.017,-0.086,1.003,1.79,-1.44,-3.01,60.0,0.1553903423319657,18.7,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:55:00,13.032847,77.564,34.0,-0.012,-0.088,1.0,1.58,0.69,1.34,60.0,0.27072864761132576,8.2,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:56:00,13.033126,77.564052,4.0,0.002,0.04,1.038,0.26,0.52,3.13,60.0,0.03153067117370436,30.0,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:57:00,13.034399,77.564216,17.9,0.013,-0.361,0.917,-1.65,0.5,-36.36,60.0,0.14266170532854222,13.899999999999999,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:58:00,13.036899,77.564577,35.5,0.047,0.038,1.058,-0.61,-1.51,-2.06,60.0,0.2807245973240294,17.6,0,0,0,0,0,0,0
T00002,D01,V01,2026-08-02 20:59:00,13.038001,77.563879,28.1,-0.047,0.019,1.009,1.48,-0.32,-1.31,60.0,0.14398838134303282,7.399999999999999,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:11:00,12.983049,77.554049,20.2,0.032,-0.064,1.062,-3.87,-0.62,-0.57,,,,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:12:00,12.980667,77.553469,19.6,-0.05,0.109,0.985,1.23,-3.46,0.33,60.0,0.27221980212394287,0.5999999999999979,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:13:00,12.980786,77.549254,28.8,-0.035,-0.014,1.048,-0.65,-3.38,-0.04,60.0,0.45690129530730733,9.2,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:14:00,12.978623,77.549096,16.1,-0.064,-0.116,1.033,-1.43,-2.63,1.67,60.0,0.24112315691694625,12.7,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:15:00,12.978623,77.549096,0.0,0.014,0.063,1.019,-0.87,-0.96,1.58,60.0,0.0,16.1,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:16:00,12.976457,77.548959,15.8,0.021,-0.142,0.895,-1.93,-1.83,-0.4,60.0,0.24130524899060432,15.8,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:17:00,12.974131,77.546878,23.8,-0.465,-0.026,1.016,-0.03,1.4,-2.07,60.0,0.34313168170364,8.0,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:18:00,12.974125,77.545602,8.7,-0.053,0.035,0.879,-1.85,2.92,0.57,60.0,0.13826423784752234,15.100000000000001,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:19:00,12.973846,77.542694,20.0,0.022,0.0,1.032,1.61,-3.24,-4.49,60.0,0.3166238064340096,11.3,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:20:00,12.973595,77.541499,8.3,0.038,0.108,0.958,0.02,-0.6,-2.03,60.0,0.13245974183710343,11.7,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:21:00,12.971436,77.537653,32.7,-0.568,0.066,1.045,1.27,0.68,-3.57,60.0,0.4809434396392508,24.400000000000002,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:22:00,12.969439,77.536976,14.7,-0.106,0.068,0.968,0.79,0.12,-2.61,60.0,0.233859843194342,18.000000000000004,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:23:00,12.968381,77.536586,7.9,-0.704,-0.059,0.934,1.02,0.78,-3.57,60.0,0.12500423798255716,6.799999999999999,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:24:00,12.966548,77.535786,14.0,0.478,0.031,1.077,-0.26,-2.49,-0.64,60.0,0.22148907988186903,6.1,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:25:00,12.963939,77.534573,20.1,-0.021,-0.012,0.968,-0.96,2.88,-2.32,60.0,0.31849505853291254,6.100000000000001,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:26:00,12.961003,77.533325,22.2,0.037,-0.12,1.007,-0.76,-1.51,-1.79,60.0,0.3533695740779728,2.099999999999998,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:27:00,12.960436,77.530129,28.3,0.063,0.298,1.122,1.7,-1.41,38.25,60.0,0.352017403689815,6.100000000000001,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:28:00,12.959263,77.529171,13.0,0.012,-0.047,0.986,-2.88,-0.12,0.17,60.0,0.16670092315961768,15.3,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:29:00,12.959263,77.529171,0.0,-0.041,0.007,0.995,0.13,-3.78,-3.92,60.0,0.0,13.0,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:30:00,12.95621,77.528398,22.4,0.044,-0.097,0.977,2.49,-0.86,-5.0,60.0,0.3496597653551801,22.4,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:31:00,12.953486,77.527518,20.0,-0.009,0.029,0.991,-3.07,0.78,0.21,60.0,0.317551688383315,2.3999999999999986,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:32:00,12.950437,77.52697,21.7,-0.056,-0.034,0.991,1.11,-1.24,1.97,60.0,0.3441948908481812,1.6999999999999993,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:33:00,12.949329,77.526791,7.9,0.002,-0.046,0.984,-0.33,3.76,-0.34,60.0,0.12472164926781543,13.799999999999999,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:34:00,12.946627,77.525911,20.1,0.063,0.093,0.977,-0.18,1.88,1.73,60.0,0.31521996083525233,12.200000000000001,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:35:00,12.94874,77.522998,29.7,0.002,-0.086,0.884,-3.45,0.9,0.96,60.0,0.3935158941792583,9.599999999999998,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:36:00,12.949495,77.521412,18.4,0.112,0.077,0.969,-0.22,-0.07,-2.73,60.0,0.19127828533711333,11.3,0,0,0,0,0,0,0
T00003,D01,V01,2026-07-31 21:37:00,12.949627,77.52124,1.9,-0.018,0.033,0.934,2.21,-0.82,-2.83,60.0,0.023724515171194747,16.5,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:36:00,12.974957,77.549494,26.7,0.073,-0.228,0.959,-3.19,-1.83,-53.97,,,,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:37:00,12.974375,77.549042,25.9,0.008,0.007,0.939,-3.09,1.31,-0.55,60.0,0.08115928513989251,0.8000000000000007,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:38:00,12.975775,77.547654,23.5,-0.014,0.117,1.049,2.48,2.26,1.23,60.0,0.21645691802320488,2.3999999999999986,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:39:00,12.977203,77.54604,25.7,-0.096,0.095,1.035,-2.3,-0.48,0.2,60.0,0.23621601922985488,2.1999999999999993,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:40:00,12.977909,77.544801,17.0,-0.034,-0.026,0.986,-0.54,3.54,-0.2,60.0,0.1555194801684178,8.7,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:41:00,12.978551,77.542105,32.7,0.014,0.037,1.003,-0.18,0.01,3.44,60.0,0.30071981218549343,15.700000000000003,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:42:00,12.979414,77.539598,31.4,0.051,0.016,1.037,1.93,0.55,-1.12,60.0,0.2880954270595417,1.3000000000000043,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:43:00,12.980199,77.53775,23.7,0.418,-0.072,0.94,-1.97,-1.72,4.91,60.0,0.2184362516849921,7.699999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:44:00,12.980917,77.536044,21.8,-0.041,-0.06,0.982,0.73,0.83,-2.64,60.0,0.2013554349225842,1.8999999999999986,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:45:00,12.9817,77.533853,27.4,-0.003,-0.199,1.081,-0.51,1.5,-27.56,60.0,0.25286365471347194,5.599999999999998,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:46:00,12.981962,77.532605,15.0,-0.083,0.017,0.957,-1.42,-1.76,4.56,60.0,0.1383271158297048,12.399999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:47:00,12.982743,77.530717,25.9,-0.034,-0.181,0.867,-2.39,2.65,-0.09,60.0,0.2222399522630871,10.899999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:48:00,12.98375,77.52914,23.6,0.016,-0.178,0.944,-2.37,0.17,-30.14,60.0,0.20429175972077612,2.299999999999997,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:49:00,12.984504,77.527898,17.8,0.029,0.066,1.034,-0.82,-3.62,-0.34,60.0,0.1585535512236383,5.800000000000001,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:50:00,12.985845,77.526408,23.9,-0.029,-0.058,1.022,3.48,-0.96,2.0,60.0,0.21976936803009856,6.099999999999998,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:51:00,12.984978,77.523914,32.4,0.587,0.056,1.072,2.9,-0.75,0.75,60.0,0.28691020307539705,8.5,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:52:00,12.985186,77.523351,7.6,0.031,-0.179,1.026,0.5,-2.65,-0.05,60.0,0.06523926636316778,24.799999999999997,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:53:00,12.985855,77.522524,12.7,-0.094,0.042,0.93,-2.31,-1.93,0.11,60.0,0.11646079538086004,5.1,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:54:00,12.986533,77.521099,18.6,-0.099,-0.007,0.904,-2.36,1.61,-1.35,60.0,0.17182288663702566,5.900000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:55:00,12.987406,77.519093,25.8,-0.033,0.167,0.945,0.46,1.93,35.91,60.0,0.23804384355084657,7.199999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:56:00,12.988105,77.517238,23.4,0.053,0.086,1.037,5.42,-0.43,-1.6,60.0,0.21549514001172904,2.400000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:57:00,12.987865,77.515128,25.8,0.029,-0.009,1.024,-0.51,1.12,-2.58,60.0,0.23017133814170343,2.400000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:58:00,12.987716,77.513622,17.9,0.01,-0.04,0.979,1.83,-3.47,1.72,60.0,0.1640145674146747,7.900000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 17:59:00,12.988097,77.511868,21.1,0.11,-0.005,1.039,-3.21,-0.05,0.73,60.0,0.19471119643507864,3.200000000000003,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:00:00,12.988057,77.509453,29.2,-0.039,-0.022,0.951,2.5,-2.17,0.67,60.0,0.2617035579943416,8.099999999999998,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:01:00,12.988964,77.50788,22.5,-0.028,-0.311,0.968,2.37,-0.65,-52.78,60.0,0.1980389762035839,6.699999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:02:00,12.989525,77.505863,24.7,0.018,0.057,0.997,2.74,-1.7,4.46,60.0,0.22726994799831396,2.1999999999999993,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:03:00,12.990185,77.504241,20.8,-0.018,0.069,0.974,1.65,1.84,1.31,60.0,0.19045057165079232,3.8999999999999986,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:04:00,12.989995,77.502865,16.4,-0.073,-0.02,0.868,2.24,-1.33,0.72,60.0,0.15057817459317588,4.400000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:05:00,12.98922,77.500774,26.3,0.169,-0.036,1.008,-0.21,-0.79,2.93,60.0,0.24239481732297222,9.900000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:06:00,12.988825,77.498402,28.6,0.052,-0.066,1.048,0.08,-2.57,-2.72,60.0,0.260731821323722,2.3000000000000007,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:07:00,12.988415,77.496607,21.7,-0.08,-0.015,1.012,-0.78,3.41,0.9,60.0,0.1997601109846488,6.900000000000002,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:08:00,12.988104,77.495461,14.0,-0.01,-0.057,0.984,-0.05,-1.25,-2.14,60.0,0.12889488469907343,7.699999999999999,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:09:00,12.987557,77.493389,25.2,-0.006,-0.05,1.051,-0.42,1.0,-4.21,60.0,0.23259535292999295,11.2,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:10:00,12.986971,77.491404,24.3,0.059,-0.159,0.981,2.62,-0.63,-3.87,60.0,0.22472980657261324,0.8999999999999986,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:11:00,12.986484,77.489846,19.2,0.017,0.054,0.958,1.11,0.62,1.96,60.0,0.17728347822540175,5.100000000000001,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:12:00,12.985622,77.486518,40.4,-0.117,0.067,1.033,-0.21,2.73,-0.47,60.0,0.37311410415291746,21.2,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:13:00,12.984937,77.483832,32.6,-0.104,-0.042,0.937,-1.46,1.54,1.62,60.0,0.3008342335065418,7.799999999999997,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:14:00,12.985105,77.481787,24.1,-0.09,-0.072,1.03,-3.17,0.05,-0.44,60.0,0.22236497504165925,8.5,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:15:00,12.985506,77.479749,24.4,0.037,-0.099,1.03,1.1,-1.41,-0.24,60.0,0.22527705441179066,0.29999999999999716,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:16:00,12.98597,77.478434,32.5,-0.071,-0.077,0.991,0.91,0.64,0.48,60.0,0.15153570443402015,8.100000000000001,0,0,0,0,0,0,0
T00004,D01,V01,2026-07-31 18:17:00,12.987157,77.479689,29.9,0.013,0.032,1.022,-0.44,-0.77,0.58,60.0,0.18950352386716476,2.6000000000000014,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:06:00,12.997466,77.547647,37.4,0.0,-0.073,1.037,-0.36,-1.39,-1.01,,,,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:07:00,12.997847,77.544103,18.9,-0.065,-0.062,1.087,-2.2,-0.21,3.6,60.0,0.38630839545963536,18.5,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:08:00,12.999962,77.539456,27.0,-0.01,-0.06,1.02,-0.45,-3.23,1.98,60.0,0.5556995077050156,8.100000000000001,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:09:00,13.000432,77.533329,33.5,-0.07,0.039,1.0,0.5,-0.28,1.75,60.0,0.6658833713176209,6.5,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:10:00,13.000667,77.525715,42.5,-0.07,0.004,1.01,0.41,-2.26,-0.99,60.0,0.8253508209443932,9.0,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:11:00,12.99431,77.521999,42.2,-0.014,0.046,0.903,1.28,-0.23,-2.03,60.0,0.8134850239512975,0.29999999999999716,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:12:00,12.99343,77.521601,5.2,-0.03,-0.093,1.097,0.2,-1.88,-1.06,60.0,0.10693204605453005,37.0,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:13:00,12.989306,77.520295,23.3,-0.061,0.006,0.952,-1.64,0.22,-0.78,60.0,0.47990388499853615,18.1,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:14:00,12.987996,77.515479,34.3,-0.059,-0.002,1.0,-1.24,-1.31,-1.13,60.0,0.5417634438991389,10.999999999999996,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:15:00,12.988365,77.508991,35.4,-0.049,-0.086,0.944,-2.1,-0.29,-2.43,60.0,0.7041722919539803,1.1000000000000014,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:16:00,12.989609,77.505693,19.0,-0.031,-0.042,1.09,0.59,-2.69,0.42,60.0,0.3831767728026578,16.4,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:17:00,12.993826,77.503668,33.2,-0.8,0.077,0.978,0.6,2.03,-3.32,60.0,0.5177012953332278,14.200000000000003,0,0,0,0,0,0,0
T00005,D01,V01,2026-08-01 17:18:00,12.997395,77.504517,21.3,-0.027,0.426,1.003,-0.82,0.18,46.65,60.0,0.40737595749815836,11.900000000000002,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:35:00,12.997977,77.551773,23.8,0.001,0.05,0.973,2.09,0.79,-2.79,,,,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:36:00,13.002582,77.55328,22.9,0.02,0.013,0.997,1.74,-1.12,-1.23,60.0,0.5374540645419975,0.9000000000000021,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:37:00,13.009058,77.554364,26.9,0.14,-0.056,1.027,0.2,-4.02,0.53,60.0,0.7296125955068489,4.0,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:38:00,13.014983,77.553918,25.5,0.024,-0.132,0.972,-3.1,0.91,-0.9,60.0,0.660599475849688,1.3999999999999986,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:39:00,13.016117,77.554061,4.7,0.015,-0.057,0.988,0.87,-1.56,1.02,60.0,0.12704319815665882,20.8,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:40:00,13.017477,77.55683,31.4,0.005,-0.067,1.003,-3.84,2.26,-0.11,60.0,0.3359482644710509,26.7,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:41:00,13.020621,77.558421,14.5,-0.024,-0.05,0.992,3.21,-0.07,-2.32,60.0,0.389778386759065,16.9,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:42:00,13.027139,77.560977,28.5,-0.138,-0.082,0.946,-1.74,4.0,0.11,60.0,0.775863899040967,14.0,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:43:00,13.030185,77.56045,14.6,-0.019,-0.07,0.988,-1.28,-0.54,-0.47,60.0,0.3434776928125035,13.9,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:44:00,13.036003,77.557535,27.6,-0.501,-0.023,1.063,-2.68,1.54,-3.79,60.0,0.7198891290403456,13.000000000000002,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:45:00,13.039088,77.557248,12.6,0.648,-0.049,0.979,-1.61,-2.72,0.78,60.0,0.34444236626221175,15.000000000000002,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:46:00,13.045395,77.556478,26.2,0.699,0.051,0.963,0.87,0.5,-2.81,60.0,0.7062493449407404,13.6,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:47:00,13.050824,77.557483,23.3,-0.001,0.033,1.053,-0.06,-1.32,1.16,60.0,0.6134149869711755,2.8999999999999986,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:48:00,13.057268,77.558756,33.4,-0.05,-0.054,0.929,-0.96,2.62,-0.99,60.0,0.7296877631726878,10.099999999999998,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:49:00,13.061058,77.558936,16.9,0.012,-0.039,1.051,3.83,-1.53,-2.76,60.0,0.4218795563836493,16.5,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:50:00,13.067897,77.560273,28.6,-0.029,-0.021,1.099,1.17,-0.99,-3.62,60.0,0.7741287440270055,11.700000000000003,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:51:00,13.06917,77.562201,11.1,0.027,-0.022,1.028,1.06,-0.39,-0.68,60.0,0.2522840754441773,17.5,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:52:00,13.069149,77.567211,21.8,-0.066,-0.351,0.987,0.77,-2.31,-40.64,60.0,0.5426618525629034,10.700000000000001,0,0,0,0,0,0,0
T00006,D01,V01,2026-08-05 10:53:00,13.068164,77.57159,18.5,0.03,0.036,1.028,1.57,1.74,-1.61,60.0,0.48679284663151623,3.3000000000000007,0,0,0,0,0,0,0
T00007,D01,V01,2026-08-03 11:32:00,12.992633,77.564429,2.4,-0.052,0.042,1.054,-0.19,-0.66,5.41,,,,0,0,0,0,0,0,0
